image_path,blazer_color,tie_color,shoe_color,shirt_color,pant_color
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_brown_shoes\000001.jpg,formal lapel,red tie,brown shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_brown_shoes\000002.jpg,formal lapel,red tie,brown shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_brown_shoes\000003.jpg,formal lapel,red tie,brown shoes,beige,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_brown_shoes\000004.jpg,formal lapel,red tie,brown shoes,pale brown,black
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_brown_shoes\000005.png,formal lapel,red tie,brown shoes,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_grey_shoes\000001.jpg,formal lapel,red tie,grey shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_grey_shoes\000002.jpg,formal lapel,red tie,grey shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_grey_shoes\000003.jpg,formal lapel,red tie,grey shoes,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_grey_shoes\000004.jpg,formal lapel,red tie,grey shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_grey_shoes\000005.jpg,formal lapel,red tie,grey shoes,beige,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_white_shoes\000001.jpg,formal lapel,red tie,white shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_white_shoes\000002.jpg,formal lapel,red tie,white shoes,white,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_white_shoes\000003.jpg,formal lapel,red tie,white shoes,pale brown,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_white_shoes\000004.jpg,formal lapel,red tie,white shoes,white,black
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_white_shoes\000005.jpg,formal lapel,red tie,white shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_tie\000001.jpg,formal lapel,tie,,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_tie\000002.jpg,formal lapel,tie,,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_tie\000003.jpg,formal lapel,tie,,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_tie\000004.jpg,formal lapel,tie,,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_tie\000005.jpg,formal lapel,tie,,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_white_shoes\000001.jpg,formal lapel,,white shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_white_shoes\000002.jpg,formal lapel,,white shoes,baby pink,white
./image_dataset\men_wearing_formal_lapel_blazer_with_white_shoes\000003.jpg,formal lapel,,white shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_white_shoes\000004.jpg,formal lapel,,white shoes,beige,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_white_shoes\000005.jpg,formal lapel,,white shoes,pale brown,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie\000001.jpg,formal lapel,yellow tie,,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie\000002.jpg,formal lapel,yellow tie,,pale brown,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie\000003.jpg,formal lapel,yellow tie,,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie\000004.jpg,formal lapel,yellow tie,,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie\000005.jpg,formal lapel,yellow tie,,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_beige_shoes\000001.png,formal lapel,yellow tie,beige shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_beige_shoes\000002.jpg,formal lapel,yellow tie,beige shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_beige_shoes\000003.jpg,formal lapel,yellow tie,beige shoes,baby pink,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,formal lapel,yellow tie,beige shoes,white,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_beige_shoes\000005.jpg,formal lapel,yellow tie,beige shoes,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_black_shoes\000001.jpg,formal lapel,yellow tie,black shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_black_shoes\000002.jpg,formal lapel,yellow tie,black shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_black_shoes\000003.jpg,formal lapel,yellow tie,black shoes,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_black_shoes\000004.jpg,formal lapel,yellow tie,black shoes,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_black_shoes\000005.jpg,formal lapel,yellow tie,black shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_brown_shoes\000001.jpg,formal lapel,yellow tie,brown shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_brown_shoes\000002.jpg,formal lapel,yellow tie,brown shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_brown_shoes\000003.jpg,formal lapel,yellow tie,brown shoes,white,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_brown_shoes\000004.jpg,formal lapel,yellow tie,brown shoes,white,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_brown_shoes\000005.jpg,formal lapel,yellow tie,brown shoes,beige,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_grey_shoes\000001.jpg,formal lapel,yellow tie,grey shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_grey_shoes\000002.jpg,formal lapel,yellow tie,grey shoes,baby pink,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_grey_shoes\000003.jpg,formal lapel,yellow tie,grey shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_grey_shoes\000004.jpg,formal lapel,yellow tie,grey shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_grey_shoes\000005.jpg,formal lapel,yellow tie,grey shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_white_shoes\000001.jpg,formal lapel,yellow tie,white shoes,beige,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_white_shoes\000002.jpg,formal lapel,yellow tie,white shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_white_shoes\000003.jpg,formal lapel,yellow tie,white shoes,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_white_shoes\000004.jpg,formal lapel,yellow tie,white shoes,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_yellow_tie_and_white_shoes\000005.jpg,formal lapel,yellow tie,white shoes,black,brown
./image_dataset\men_wearing_light_blue_blazer_with_beige_shoes\000001.jpg,light blue,,beige shoes,black,black
./image_dataset\men_wearing_light_blue_blazer_with_beige_shoes\000002.jpg,light blue,,beige shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_beige_shoes\000003.jpg,light blue,,beige shoes,baby pink,Blue
./image_dataset\men_wearing_light_blue_blazer_with_beige_shoes\000004.jpg,light blue,,beige shoes,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_beige_shoes\000005.jpg,light blue,,beige shoes,black,white
./image_dataset\men_wearing_light_blue_blazer_with_black_shoes\000001.jpg,light blue,,black shoes,beige,brown
./image_dataset\men_wearing_light_blue_blazer_with_black_shoes\000002.jpg,light blue,,black shoes,black,brown
./image_dataset\men_wearing_light_blue_blazer_with_black_shoes\000003.jpg,light blue,,black shoes,white,black
./image_dataset\men_wearing_light_blue_blazer_with_black_shoes\000004.jpg,light blue,,black shoes,white,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_black_shoes\000005.jpg,light blue,,black shoes,black,brown
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie\000001.jpg,light blue,blue tie,,baby pink,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie\000002.jpg,light blue,blue tie,,black,white
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie\000003.jpg,light blue,blue tie,,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie\000004.jpg,light blue,blue tie,,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie\000005.jpg,light blue,blue tie,,baby pink,brown
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_beige_shoes\000001.jpg,light blue,blue tie,beige shoes,beige,Blue
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_beige_shoes\000002.jpg,light blue,blue tie,beige shoes,white,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_beige_shoes\000003.jpg,light blue,blue tie,beige shoes,white,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_beige_shoes\000004.jpg,light blue,blue tie,beige shoes,beige,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_beige_shoes\000005.jpg,light blue,blue tie,beige shoes,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_black_shoes\000001.jpg,light blue,blue tie,black shoes,baby pink,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_black_shoes\000002.jpg,light blue,blue tie,black shoes,pale brown,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_black_shoes\000003.jpg,light blue,blue tie,black shoes,pale brown,brown
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_black_shoes\000004.jpg,light blue,blue tie,black shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_black_shoes\000005.jpg,light blue,blue tie,black shoes,beige,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_brown_shoes\000001.jpg,light blue,blue tie,brown shoes,baby pink,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_brown_shoes\000002.jpg,light blue,blue tie,brown shoes,white,Blue
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_brown_shoes\000003.jpg,light blue,blue tie,brown shoes,white,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_brown_shoes\000004.jpg,light blue,blue tie,brown shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_brown_shoes\000005.jpg,light blue,blue tie,brown shoes,black,white
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_grey_shoes\000001.jpg,light blue,blue tie,grey shoes,beige,brown
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_grey_shoes\000002.jpg,light blue,blue tie,grey shoes,pale brown,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_grey_shoes\000003.jpg,light blue,blue tie,grey shoes,beige,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_grey_shoes\000004.jpg,light blue,blue tie,grey shoes,black,brown
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_grey_shoes\000005.jpg,light blue,blue tie,grey shoes,beige,brown
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_white_shoes\000001.jpg,light blue,blue tie,white shoes,white,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_white_shoes\000002.jpg,light blue,blue tie,white shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_white_shoes\000003.jpg,light blue,blue tie,white shoes,white,black
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_white_shoes\000004.jpg,light blue,blue tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_light_blue_blazer_with_blue_tie_and_white_shoes\000005.jpg,light blue,blue tie,white shoes,baby pink,black
./image_dataset\men_wearing_light_blue_blazer_with_brown_shoes\000001.jpg,light blue,,brown shoes,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_brown_shoes\000002.jpg,light blue,,brown shoes,beige,white
./image_dataset\men_wearing_light_blue_blazer_with_brown_shoes\000003.jpg,light blue,,brown shoes,baby pink,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_brown_shoes\000004.jpg,light blue,,brown shoes,beige,Blue
./image_dataset\men_wearing_light_blue_blazer_with_brown_shoes\000005.jpg,light blue,,brown shoes,white,white
./image_dataset\men_wearing_light_blue_blazer_with_green_tie\000001.jpg,light blue,green tie,,black,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie\000002.jpg,light blue,green tie,,baby pink,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie\000003.jpg,light blue,green tie,,black,white
./image_dataset\men_wearing_light_blue_blazer_with_green_tie\000004.jpg,light blue,green tie,,baby pink,Blue
./image_dataset\men_wearing_light_blue_blazer_with_green_tie\000005.jpg,light blue,green tie,,beige,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_beige_shoes\000001.jpg,light blue,green tie,beige shoes,baby pink,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_beige_shoes\000002.jpg,light blue,green tie,beige shoes,pale brown,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_beige_shoes\000003.jpg,light blue,green tie,beige shoes,baby pink,white
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_beige_shoes\000004.jpg,light blue,green tie,beige shoes,white,white
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_beige_shoes\000005.jpg,light blue,green tie,beige shoes,black,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_black_shoes\000001.jpg,light blue,green tie,black shoes,white,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_black_shoes\000002.jpg,light blue,green tie,black shoes,black,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_black_shoes\000003.jpg,light blue,green tie,black shoes,beige,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_black_shoes\000004.jpg,light blue,green tie,black shoes,beige,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_black_shoes\000005.jpg,light blue,green tie,black shoes,baby pink,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_brown_shoes\000001.jpg,light blue,green tie,brown shoes,beige,Blue
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_brown_shoes\000002.jpg,light blue,green tie,brown shoes,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_brown_shoes\000003.jpg,light blue,green tie,brown shoes,black,white
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_brown_shoes\000004.jpg,light blue,green tie,brown shoes,baby pink,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_brown_shoes\000005.jpg,light blue,green tie,brown shoes,baby pink,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_grey_shoes\000001.jpg,light blue,green tie,grey shoes,black,white
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_grey_shoes\000002.jpg,light blue,green tie,grey shoes,baby pink,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_grey_shoes\000003.jpg,light blue,green tie,grey shoes,white,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_grey_shoes\000004.jpg,light blue,green tie,grey shoes,white,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_grey_shoes\000005.jpg,light blue,green tie,grey shoes,white,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_white_shoes\000001.jpg,light blue,green tie,white shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_white_shoes\000002.jpg,light blue,green tie,white shoes,pale brown,black
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_white_shoes\000003.jpg,light blue,green tie,white shoes,beige,brown
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_white_shoes\000004.jpg,light blue,green tie,white shoes,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_green_tie_and_white_shoes\000005.jpg,light blue,green tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_light_blue_blazer_with_grey_shoes\000001.jpg,light blue,,grey shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_grey_shoes\000002.jpg,light blue,,grey shoes,black,baby pink
./image_dataset\men_wearing_light_blue_blazer_with_grey_shoes\000003.jpg,light blue,,grey shoes,baby pink,brown
./image_dataset\men_wearing_light_blue_blazer_with_grey_shoes\000004.jpg,light blue,,grey shoes,baby pink,Blue
./image_dataset\men_wearing_light_blue_blazer_with_grey_shoes\000005.jpg,light blue,,grey shoes,black,Blue
./image_dataset\men_wearing_light_blue_blazer_with_purple_tie\000001.jpg,light blue,purple tie,,beige,Blue
./image_dataset\men_wearing_light_blue_blazer_with_purple_tie\000002.jpg,light blue,purple tie,,baby pink,Blue
./image_dataset\men_wearing_light_blue_blazer_with_purple_tie\000003.jpg,light blue,purple tie,,beige,brown
